symptoms,disease
a productive cough|and muscle weakness have been bothering me i have issues with dizziness and uneven balance|and my neck hurts|back pain|cervical spondylosis,Cervical spondylosis
and fatigue i have also lost weight and have a fever my skin has turned yellow and my urine is dark i have also been experiencing abdominal pain|i have been experiencing intense itching|jaundice|vomiting,Jaundice
and my skin has turned yellow additionally|and worn out in addition|i ve been feeling extremely scratchy|i ve been having stomach pain|i ve lost weight and have a temperature my urine is dark|jaundice|sick,Jaundice
and worn out i also had a fever and lost weight both my skin and my urine have become yellow additionally|i ve felt really scratchy|jaundice|my stomach has been hurting|nauseated,Jaundice
and exhaustion have all been plaguing me in addition|and i ve developed a yellow rash additionally|extreme itchiness|i developed a fever and lost weight my pee is black|i ve had stomach ache|jaundice|sickness,Jaundice
i have been having severe itching and vomiting i am also very tired and have lost weight my fever is high and my skin has turned yellow my urine is dark and i have been experiencing abdominal pain|jaundice,Jaundice
and i have a severe fever i have dark urine|and i ve been having stomach pain|i ve been experiencing intense itching and nausea i have lost weight and am also really exhausted my skin has become yellow|jaundice,Jaundice
and my fever is really high i ve been having stomach pain and my pee is black|i m also really exhausted my skin has become yellow|i ve been throwing up and experiencing intense itching along with losing weight|jaundice,Jaundice
and my skin is becoming yellow in addition to feeling stomach ache|jaundice|my pee is black|strong itchiness and nausea have been bothering me i have also lost weight and am really exhausted i have a fever,Jaundice
i ve been experiencing terrible itching and nausea i ve lost weight and am also really exhausted my skin has become yellow and i have a severe temperature i have dark urine and stomach ache|jaundice,Jaundice
i have been feeling itchy and have been vomiting i am also very fatigued and have lost weight my fever is high and my skin has become yellow my urine is dark and i have abdominal pain|jaundice,Jaundice
and i have a severe fever i have stomach ache and black urine|i ve been feeling scratchy and throwing up i have lost weight and am also really exhausted my skin has become yellow|jaundice,Jaundice
and my fever is high additionally|i get stomach ache and dark urine|i m also really exhausted my skin has turned yellow|i ve been itchy and have been throwing up along with losing weight|jaundice,Jaundice
i am also really exhausted i have a fever and yellow skin besides having stomach ache|i ve had a scratchy stomach and been throwing up aside from losing weight|jaundice|my pee is black,Jaundice
i have lost weight and feel really exhausted my skin has become yellow and i have a severe temperature i have abdominal ache and black urine|i ve been itchy and throwing up in addition|jaundice,Jaundice
and my skin has turned yellow additionally|i ve been exhausted and experiencing nausea and itching in addition|i ve been having stomach pain|i ve lost weight and have a temperature my urine is dark|jaundice,Jaundice
and fatigue i have also lost weight and have a fever my skin has turned yellow and my urine is dark i have also been experiencing abdominal pain|i have been suffering from itching|jaundice|vomiting,Jaundice
and worn out i also had a fever and lost weight both my skin and my urine have become yellow additional stomach pain that i ve been having|i ve been feeling scratchy|jaundice|sick,Jaundice
and i ve developed a yellow rash additionally|and the weariness have been bothering me in addition|i developed a fever and lost weight my pee is black|i ve had stomach ache|jaundice|the itch|the nausea,Jaundice
and exhaustion additionally|i ve had nausea|i ve lost weight and have a temperature my urine is black and my skin has turned yellow i ve also been having stomach pain|jaundice|vomiting,Jaundice
and fatigue i have also lost weight and have a fever my skin has turned yellow and my urine is dark i have been having abdominal pain as well|i have been experiencing intense itching|jaundice|vomiting,Jaundice
and my skin has turned yellow additionally|and worn out in addition|i have been experiencing stomach pain|i ve been feeling extremely scratchy|i ve lost weight and have a temperature my urine is dark|jaundice|sick,Jaundice
and my skin has turned yellow additionally|and worn out in addition|i have been experiencing stomach pain|i ve been feeling extremely scratchy|i ve lost weight and have a temperature my urine is dark|jaundice|sick,Jaundice
and my skin has turned yellow additionally|and worn out in addition|i have been experiencing stomach pain|i ve been feeling extremely scratchy|i ve lost weight and have a temperature my urine is dark|jaundice|sick,Jaundice
and my skin has turned yellow furthermore|and tired out in addition|i have been experiencing stomach pain|i ve been constantly feeling scratchy|i ve lost weight and have a temperature my urine is dark|jaundice|sick,Jaundice
and worn out i also had a fever and lost weight both my skin and my urine have become yellow i ve also been experiencing stomach pain|i ve felt really scratchy|jaundice|nauseated,Jaundice
and fatigue i have also lost weight and have a fever my skin has turned yellow and my urine is dark i am also experiencing abdominal pain|i have been having severe itching|jaundice|vomiting,Jaundice
and my skin has turned yellow additionally|and worn out in addition|dizzy|i get stomach pain|i ve been feeling really scratchy|i ve lost weight and have a temperature my urine is dark|jaundice,Jaundice
and exhaustion i also had a fever and lost weight both my skin and my urine have become yellow additionally|i ve been experiencing intense itchiness|jaundice|my stomach hurts|nausea,Jaundice
and exhaustion have been bothering me in addition|and i ve developed a yellow rash the ache in my stomach is also present|extreme itchiness|i developed a fever and lost weight my pee is black|jaundice|nausea,Jaundice
and fatigue have been troubling me in moreover|and i ve developed a yellow rash the ache in my stomach is also present|extreme itchiness|i experienced a fever and lost weight my pee is black|jaundice|nausea,Jaundice
i have been feeling itchy and have been vomiting i am also very tired and have lost weight my fever is high and my skin has become yellow i have been experiencing abdominal pain as well|jaundice,Jaundice
